"","Gene","SLE001h","SLE002h","SLE004h","SLE005h","SLE006h","SLE007h","SLE008h","SLE010h","SLE011h","SLE012h","SLE013h","SLE014h","SLE015h","SLE016h"
"49407","SH3TC1",202,270,338,235,195,299,256,543,373,267,487,409,201,178
"49408","SH3TC2",5,18,9,7,2,18,16,9,13,3,13,13,13,8
"49409","SH3TC2-DT",0,0,1,2,0,0,5,0,0,0,1,0,0,0
"49410","SH3YL1",14,78,152,119,96,93,53,157,132,353,170,275,126,27
"49411","SHANK1",0,1,0,0,0,2,1,1,0,4,1,0,1,2
"49412","SHANK2",0,0,0,1,0,0,0,0,0,0,2,0,0,0
"49413","SHANK2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49414","SHANK2-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49415","SHANK2-AS3",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"49416","SHANK3",1,1,1,1,0,0,0,0,0,0,0,2,0,0
"49417","SHARPIN",402,441,289,435,294,518,600,346,446,266,394,349,223,322
"49418","SHB",0,2,0,3,3,1,4,2,3,2,7,1,0,0
"49419","SHBG",0,1,1,0,0,0,0,0,0,1,1,0,0,0
"49420","SHC1",146,188,289,243,267,209,219,364,308,255,319,353,183,116
"49421","SHC1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49422","SHC1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"49423","SHC2",1,3,0,1,2,0,7,2,4,1,1,8,0,0
"49424","SHC3",0,2,0,2,2,1,2,0,1,1,1,2,0,0
"49425","SHC4",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"49426","SHCBP1",17,9,18,6,12,16,10,59,7,24,22,8,8,3
"49427","SHCBP1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49428","SHD",0,2,9,1,2,2,0,2,1,1,1,1,1,0
"49429","SHE",0,1,2,0,0,0,0,1,1,2,0,16,1,0
"49430","SHF",1,2,5,3,1,3,2,1,3,7,10,5,4,1
"49431","SHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49432","SHISA2",0,0,2,4,0,0,0,0,0,1,0,0,3,0
"49433","SHISA3",1,0,0,0,0,0,0,1,0,1,0,0,0,0
"49434","SHISA4",22,89,50,134,24,88,114,30,126,36,78,32,89,29
"49435","SHISA5",1956,6802,4464,1982,2261,1481,1518,6424,2644,1576,3595,8099,1405,1497
"49436","SHISA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49437","SHISA7",10,7,3,0,2,6,6,2,6,2,4,3,1,7
"49438","SHISA8",3,0,1,2,0,8,7,5,0,3,2,2,2,0
"49439","SHISA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49440","SHKBP1",2616,1770,1543,1435,1440,1266,1147,1580,4046,1697,1910,2618,1568,1011
"49441","SHMT1",40,45,49,66,41,45,48,65,36,57,60,64,27,28
"49442","SHMT1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49443","SHMT2",131,165,277,236,219,190,238,388,302,308,291,332,190,137
"49444","SHOC2",344,691,812,410,707,388,225,893,999,737,755,1613,703,515
"49445","SHOX",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49446","SHOX2",3,0,2,1,1,0,0,2,2,1,2,0,0,1
"49447","SHPK",4,5,3,7,1,4,6,5,8,6,4,9,1,4
"49448","SHPRH",14,42,162,61,115,84,33,155,74,207,168,188,108,33
"49449","SHQ1",20,49,103,73,75,62,46,93,101,75,82,116,58,37
"49450","SHQ1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49451","SHROOM1",17,39,42,19,17,26,40,46,31,15,54,31,33,12
"49452","SHROOM2",2,0,0,0,66,0,0,3,2,0,14,1,2,0
"49453","SHROOM2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49454","SHROOM3",0,1,0,0,0,0,0,2,0,0,0,0,0,0
"49455","SHROOM4",3,3,1,2,3,2,1,0,9,5,5,6,6,6
"49456","SHTN1",141,84,117,53,232,145,121,441,335,224,320,412,259,202
"49457","SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49458","SIAE",51,46,47,28,46,39,66,46,85,53,60,103,50,27
"49459","SIAH1",8,28,58,20,32,20,11,33,48,40,27,79,42,19
"49460","SIAH1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49461","SIAH2",430,609,330,260,387,253,1038,391,538,253,494,912,289,698
"49462","SIAH2-AS1",0,0,0,0,1,0,0,0,1,1,1,0,1,0
"49463","SIAH3",0,0,0,0,0,3,0,0,0,4,0,5,0,0
"49464","SIDT1",11,102,231,129,130,165,88,278,108,188,191,229,81,56
"49465","SIDT1-AS1",0,0,1,0,0,0,0,1,0,1,0,0,0,0
"49466","SIDT2",109,205,536,380,438,374,351,603,356,385,437,410,351,108
"49467","SIGIRR",106,362,630,721,557,536,487,708,445,516,636,695,353,152
"49468","SIGLEC1",69,2245,1452,90,227,38,53,4241,35,69,984,2499,33,41
"49469","SIGLEC10",136,462,552,612,513,388,339,462,663,575,378,435,508,186
"49470","SIGLEC11",2,1,2,1,2,5,3,9,7,2,2,6,5,3
"49471","SIGLEC12",23,10,50,2,6,5,5,36,21,4,15,25,7,25
"49472","SIGLEC14",0,0,586,260,251,124,0,0,348,0,609,0,205,134
"49473","SIGLEC15",2,10,12,12,15,9,8,12,14,3,13,15,14,5
"49474","SIGLEC16",23,26,21,17,15,10,16,41,22,18,35,38,24,10
"49475","SIGLEC17P",2,21,71,31,34,37,24,43,29,20,90,66,28,18
"49476","SIGLEC18P",0,3,4,3,1,2,0,2,0,0,0,2,0,0
"49477","SIGLEC20P",0,1,8,2,0,3,2,5,1,4,3,4,3,0
"49478","SIGLEC21P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49479","SIGLEC22P",9,15,15,12,13,14,2,19,22,15,21,41,13,5
"49480","SIGLEC26P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49481","SIGLEC27P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49482","SIGLEC28P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49483","SIGLEC29P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49484","SIGLEC30P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49485","SIGLEC31P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49486","SIGLEC5",56,102,78,31,67,17,11,103,149,48,112,146,62,38
"49487","SIGLEC6",0,5,17,8,4,11,3,12,3,15,3,14,9,1
"49488","SIGLEC7",44,129,129,121,102,110,41,148,182,145,127,227,117,56
"49489","SIGLEC8",2,14,44,18,15,20,41,17,47,14,51,23,19,0
"49490","SIGLEC9",412,587,538,346,371,316,174,665,876,515,644,868,555,273
"49491","SIGLECL1",0,1,0,0,2,0,1,1,0,0,1,1,0,0
"49492","SIGMAR1",70,85,157,139,117,128,104,175,112,138,148,187,86,60
"49493","SIK1",3,0,0,2,0,1,5,0,1,2,0,0,0,0
"49494","SIK2",23,77,167,129,149,132,84,183,118,166,179,213,110,57
"49495","SIK3",272,647,805,494,480,497,355,779,592,613,761,1042,515,285
"49496","SIKE1",62,188,288,186,258,177,107,329,185,318,289,528,207,69
"49497","SIL1",145,65,88,51,62,39,78,126,91,72,79,103,43,38
"49498","SIM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49499","SIM2",0,3,9,1,1,0,0,3,2,1,1,3,1,0
"49500","SIMC1",11,30,58,37,48,33,24,44,28,59,51,86,26,10
"49501","SIN3A",94,328,628,462,508,429,292,600,594,612,542,722,487,231
"49502","SIN3B",107,337,466,449,275,366,254,523,366,467,425,606,372,112
"49503","SINHCAF",30,53,147,94,124,94,43,127,133,196,141,217,102,63
"49504","SIPA1",1192,1537,1558,1889,1228,1528,1160,1841,1927,1271,1529,2122,1240,690
"49505","SIPA1L1",282,760,731,432,657,450,363,998,861,708,928,1394,601,375
"49506","SIPA1L2",243,254,176,130,130,128,89,346,422,197,194,547,208,135
"49507","SIPA1L3",18,81,171,139,100,173,128,216,106,140,125,236,89,52
"49508","SIRPA",2052,1650,1940,1505,1530,1184,1070,1716,3784,1748,2392,3193,1986,1237
"49509","SIRPAP1",3,2,2,1,1,7,6,1,7,2,4,4,3,2
"49510","SIRPB1",785,814,685,576,1044,604,292,923,1591,1165,833,1353,1185,618
"49511","SIRPB2",488,508,595,347,320,419,191,476,592,704,479,776,758,247
"49512","SIRPB3P",0,4,1,0,1,2,2,2,2,2,5,3,2,0
"49513","SIRPD",11,21,18,5,12,2,6,30,13,15,10,20,20,8
"49514","SIRPG",4,92,86,100,55,118,76,150,118,244,108,195,96,20
"49515","SIRPG-AS1",0,3,10,4,1,4,2,4,1,35,5,8,5,0
"49516","SIRT1",66,202,303,206,214,237,99,296,318,349,290,468,265,122
"49517","SIRT2",234,321,409,303,338,291,276,544,508,344,419,464,237,216
"49518","SIRT3",25,65,92,58,40,44,55,78,62,79,47,120,34,18
"49519","SIRT4",1,1,6,2,3,5,0,3,3,6,5,6,4,3
"49520","SIRT5",74,54,90,63,84,61,38,106,53,79,81,121,60,26
"49521","SIRT6",101,103,114,129,100,74,104,152,143,100,118,177,89,51
"49522","SIRT7",231,396,450,412,352,294,302,593,487,359,471,680,276,143
"49523","SIT1",13,108,226,268,136,162,161,293,179,141,207,277,122,78
"49524","SIVA1",83,168,212,214,176,197,154,253,203,258,217,291,144,66
"49525","SIX1",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"49526","SIX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49527","SIX3",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"49528","SIX3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49529","SIX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49530","SIX5",0,0,2,1,1,3,2,2,1,2,1,1,1,0
"49531","SIX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49532","SKA1",11,1,3,0,4,7,2,19,1,5,13,1,1,3
"49533","SKA2",33,58,113,66,82,48,39,111,82,81,72,145,54,39
"49534","SKA2P1",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"49535","SKA3",6,4,3,1,2,1,0,18,3,5,4,3,0,1
"49536","SKAP1",15,190,468,285,475,269,223,366,326,358,360,480,221,111
"49537","SKAP1-AS1",1,0,3,0,0,0,0,0,0,1,0,0,0,0
"49538","SKAP2",674,860,1060,438,987,628,365,1529,1638,984,1254,2516,1089,588
"49539","SKI",99,387,511,525,354,473,277,460,521,505,437,589,333,211
"49540","SKIDA1",0,0,0,0,0,0,1,0,1,1,0,2,0,0
"49541","SKIL",46,93,190,85,113,84,52,226,113,193,150,398,143,30
"49542","SKINT1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49543","SKIV2L",185,379,493,423,323,343,272,504,400,449,541,606,288,128
"49544","SKIV2L2",85,218,383,206,354,264,160,368,376,385,378,524,290,124
"49545","SKOR1",1,0,1,2,1,1,0,0,1,0,4,0,0,0
"49546","SKOR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49547","SKP1",292,579,728,389,565,351,376,722,870,842,643,965,497,408
"49548","SKP1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49549","SKP1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49550","SKP2",23,41,77,52,70,39,50,85,76,90,94,104,54,18
"49551","SLA",891,5395,2491,1555,1748,1697,728,3607,3431,1386,3513,4602,2024,1844
"49552","SLA2",38,228,308,216,216,210,273,272,180,292,216,304,215,83
"49553","SLAIN1",2,21,53,44,57,61,32,62,61,79,53,113,52,23
"49554","SLAIN2",138,298,414,238,368,264,162,431,429,388,417,690,297,176
"49555","SLAMF1",7,59,257,170,111,124,125,165,103,202,221,253,141,58
"49556","SLAMF6",23,346,786,409,649,398,277,951,468,496,670,887,318,298
"49557","SLAMF6P1",0,0,0,0,1,0,0,1,0,1,0,0,1,0
"49558","SLAMF7",32,217,789,337,1029,317,477,1109,517,293,797,699,219,210
"49559","SLAMF8",14,12,43,18,40,29,42,50,30,22,68,47,13,25
"49560","SLAMF9",0,0,3,0,2,0,0,5,1,2,4,0,0,0
"49561","SLBP",131,250,414,276,344,255,193,312,452,417,308,490,353,156
"49562","SLC10A1",0,1,3,1,1,0,0,5,2,2,3,0,0,0
"49563","SLC10A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49564","SLC10A3",178,115,180,196,133,188,176,196,205,166,163,193,120,95
"49565","SLC10A4",0,0,0,1,0,0,0,0,1,0,0,0,0,1
"49566","SLC10A5",0,1,2,0,0,0,1,0,0,1,2,0,1,0
"49567","SLC10A5P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49568","SLC10A6",0,0,0,2,0,0,0,0,0,0,0,0,0,1
"49569","SLC10A7",12,41,83,45,69,26,24,99,49,70,82,100,42,28
"49570","SLC11A1",2693,2900,1994,1873,1387,1338,664,2447,3689,2607,2486,1500,2661,900
"49571","SLC11A2",29,111,197,74,139,78,81,187,125,192,189,236,131,47
"49572","SLC12A1",1,8,8,91,1,1,0,1,0,8,1,24,5,0
"49573","SLC12A2",9,21,51,43,41,46,27,77,26,68,56,78,32,9
"49574","SLC12A3",0,1,6,7,6,9,2,1,1,1,6,3,3,2
"49575","SLC12A4",31,125,201,155,147,151,135,254,170,187,150,237,103,49
"49576","SLC12A5",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"49577","SLC12A5-AS1",5,4,2,0,2,0,0,1,1,0,0,2,0,0
"49578","SLC12A6",648,1835,1773,1075,1375,1045,489,2063,2711,2245,2007,4036,1792,737
"49579","SLC12A7",78,158,803,448,563,591,571,941,414,630,771,938,444,178
"49580","SLC12A8",0,5,1,0,2,0,0,10,2,1,4,4,1,1
"49581","SLC12A9",1002,1069,1185,869,846,894,584,1292,1399,1193,1255,1581,1025,274
"49582","SLC12A9-AS1",2,0,0,2,0,1,4,1,2,1,1,1,0,0
"49583","SLC13A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49584","SLC13A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49585","SLC13A3",0,0,2,0,0,0,0,4,1,1,1,0,0,0
"49586","SLC13A4",4,4,14,9,5,11,4,18,4,12,13,36,9,2
"49587","SLC13A5",0,1,0,0,2,1,1,1,1,2,0,2,0,0
"49588","SLC14A1",191,135,111,82,295,101,146,106,167,72,165,180,73,806
"49589","SLC14A2",0,0,3,5,4,1,0,3,0,1,5,4,1,0
"49590","SLC14A2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49591","SLC15A1",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"49592","SLC15A2",30,53,105,36,26,45,45,95,36,55,63,93,48,15
"49593","SLC15A3",465,451,415,552,352,329,393,525,769,364,397,481,344,217
"49594","SLC15A4",347,765,980,624,823,539,338,1159,1431,879,663,1633,681,453
"49595","SLC15A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49596","SLC16A1",13,34,78,64,63,41,31,114,85,69,66,144,46,48
"49597","SLC16A1-AS1",2,15,33,17,20,9,14,30,13,36,20,31,8,5
"49598","SLC16A10",2,12,17,20,5,24,12,4,18,82,9,33,23,4
"49599","SLC16A11",0,2,7,4,5,6,2,5,2,10,2,5,5,1
"49600","SLC16A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49601","SLC16A12-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49602","SLC16A13",4,18,21,22,22,8,10,29,28,19,32,28,16,5
"49603","SLC16A14",1,1,5,6,5,1,0,10,2,2,5,2,2,0
"49604","SLC16A14P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49605","SLC16A1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49606","SLC16A2",0,0,0,0,0,0,1,0,1,1,0,8,0,0
"49607","SLC16A3",1398,1794,1219,1288,836,956,859,1617,2348,985,1149,2140,1111,709
"49608","SLC16A4",2,8,2,2,5,3,1,5,8,5,6,8,4,2
"49609","SLC16A5",123,188,193,178,116,100,57,228,194,166,163,181,150,60
"49610","SLC16A6",74,149,181,96,159,60,42,186,224,119,234,360,145,50
"49611","SLC16A6P1",0,0,1,1,0,0,0,0,0,0,0,0,0,0
"49612","SLC16A7",22,78,206,111,207,133,52,210,105,336,212,395,164,37
"49613","SLC16A8",0,0,2,0,0,2,0,1,0,0,3,2,0,0
"49614","SLC16A9",0,0,0,0,0,1,0,1,0,0,1,1,1,0
"49615","SLC17A1",0,0,0,0,0,0,1,1,1,0,0,2,1,0
"49616","SLC17A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49617","SLC17A3",2,0,2,2,3,4,1,3,0,0,3,5,2,0
"49618","SLC17A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49619","SLC17A5",54,128,147,81,130,84,58,216,147,119,128,238,91,56
"49620","SLC17A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49621","SLC17A7",0,0,0,0,1,0,0,0,0,1,0,0,0,0
"49622","SLC17A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49623","SLC17A9",24,43,135,65,48,70,55,202,25,93,67,83,36,13
"49624","SLC18A1",0,2,4,0,0,2,2,1,2,3,2,0,2,0
"49625","SLC18A2",4,10,2,9,3,6,11,8,8,9,9,9,8,2
"49626","SLC18A3",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"49627","SLC18B1",32,96,155,87,94,57,59,165,119,151,43,177,81,50
"49628","SLC19A1",486,830,598,599,430,448,236,663,901,582,671,953,513,318
"49629","SLC19A2",11,16,44,23,25,19,10,33,34,27,34,36,29,9
"49630","SLC19A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49631","SLC1A1",0,1,1,2,0,1,0,1,1,0,2,1,0,0
"49632","SLC1A2",5,0,1,0,0,1,0,1,1,2,1,0,1,0
"49633","SLC1A3",33,37,3,3,11,3,2,20,25,4,32,12,3,105
"49634","SLC1A4",50,37,119,73,111,61,59,155,71,88,69,127,47,40
"49635","SLC1A5",288,187,207,171,249,158,305,228,271,119,265,324,127,327
"49636","SLC1A6",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"49637","SLC1A7",0,4,26,21,36,11,29,58,7,1,16,23,1,8
"49638","SLC20A1",117,623,895,426,708,362,306,1032,623,389,802,1234,359,204
"49639","SLC20A1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49640","SLC20A1P2",0,0,0,1,0,1,0,0,0,0,0,0,0,0
"49641","SLC20A1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49642","SLC20A2",29,44,100,46,90,58,46,91,83,86,87,131,54,28
"49643","SLC22A1",19,20,10,9,3,2,0,20,18,31,8,65,18,1
"49644","SLC22A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49645","SLC22A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49646","SLC22A12",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"49647","SLC22A13",1,1,1,0,1,0,1,2,0,0,1,1,2,0
"49648","SLC22A14",3,0,0,0,0,0,0,1,0,1,2,1,3,1
"49649","SLC22A15",194,287,217,114,130,109,42,234,271,168,324,567,197,100
"49650","SLC22A16",38,22,23,6,15,3,11,31,38,7,39,25,15,17
"49651","SLC22A17",2,6,5,20,6,19,12,6,6,34,20,20,16,2
"49652","SLC22A18",81,216,226,90,66,48,111,161,136,126,122,134,99,28
"49653","SLC22A18AS",1,7,5,2,3,0,7,4,7,4,3,10,2,2
"49654","SLC22A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49655","SLC22A20P",1,0,3,0,3,1,1,3,2,3,3,3,0,0
"49656","SLC22A23",39,24,26,39,22,44,32,24,38,33,45,41,32,12
"49657","SLC22A24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49658","SLC22A25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49659","SLC22A3",0,0,1,0,1,0,0,0,0,0,0,0,0,0
"49660","SLC22A31",2,2,7,4,0,1,1,3,1,4,0,0,0,0
"49661","SLC22A4",317,229,174,92,125,106,79,221,361,159,208,339,197,225
"49662","SLC22A5",13,54,88,55,52,47,30,81,55,52,73,123,34,19
"49663","SLC22A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49664","SLC22A7",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"49665","SLC22A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49666","SLC22A9",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"49667","SLC23A1",1,1,9,3,3,3,1,11,0,4,7,13,4,2
"49668","SLC23A2",52,264,307,218,198,205,98,472,255,346,354,596,209,84
"49669","SLC23A3",0,6,6,3,4,2,1,7,3,3,4,9,5,0
"49670","SLC24A1",12,17,65,20,46,29,24,55,30,64,64,63,32,7
"49671","SLC24A2",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"49672","SLC24A3",18,21,17,14,5,14,15,18,38,20,12,12,50,13
"49673","SLC24A4",177,337,273,251,589,197,133,577,513,262,502,597,399,107
"49674","SLC24A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49675","SLC25A1",71,86,169,125,113,98,166,175,167,115,138,156,91,57
"49676","SLC25A10",1,4,0,6,4,8,4,4,1,7,2,2,1,1
"49677","SLC25A11",208,230,275,275,246,237,207,334,385,202,301,340,194,139
"49678","SLC25A12",68,87,135,89,153,96,61,170,121,114,129,182,96,48
"49679","SLC25A13",41,56,104,52,75,39,27,69,77,59,72,99,47,21
"49680","SLC25A14",16,27,65,32,34,25,22,42,40,52,40,53,22,17
"49681","SLC25A14P1",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"49682","SLC25A15",4,16,33,13,18,27,16,28,17,34,11,26,17,11
"49683","SLC25A15P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49684","SLC25A15P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49685","SLC25A15P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49686","SLC25A15P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49687","SLC25A15P5",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"49688","SLC25A16",31,45,96,66,79,43,41,90,76,104,61,116,56,40
"49689","SLC25A17",19,30,82,48,57,40,27,101,57,67,79,99,44,24
"49690","SLC25A18",1,3,3,2,2,1,1,3,1,2,4,11,4,0
"49691","SLC25A18P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49692","SLC25A19",10,16,31,35,28,25,38,47,32,27,23,47,13,10
"49693","SLC25A1P1",0,0,0,1,0,0,0,0,0,0,0,0,1,0
"49694","SLC25A1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49695","SLC25A1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49696","SLC25A1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49697","SLC25A1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"49698","SLC25A2",1,1,0,0,0,0,0,0,0,0,1,1,1,0
"49699","SLC25A20",163,192,202,226,382,199,145,293,261,210,173,357,133,68
"49700","SLC25A20P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49701","SLC25A21",0,0,0,0,0,0,0,1,0,0,1,0,0,1
"49702","SLC25A21-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49703","SLC25A22",27,79,103,100,109,88,95,168,84,73,110,130,42,35
"49704","SLC25A23",6,17,55,58,63,72,25,63,40,70,55,75,48,17
"49705","SLC25A24",160,128,325,100,256,129,82,303,325,235,297,429,179,127
"49706","SLC25A24P1",0,3,1,0,0,0,0,4,0,0,0,6,0,0
"49707","SLC25A24P2",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"49708","SLC25A25",50,84,86,90,81,87,60,154,69,95,140,154,55,43
"49709","SLC25A25-AS1",6,37,59,59,21,48,28,81,31,81,46,67,37,6
"49710","SLC25A26",11,31,59,54,63,63,58,71,50,78,57,68,41,14
"49711","SLC25A27",0,5,2,0,1,2,0,7,2,7,2,7,0,0
"49712","SLC25A28",141,206,287,197,191,145,188,332,161,236,258,252,124,57
"49713","SLC25A29",30,79,236,158,84,177,101,177,157,90,141,166,58,6
"49714","SLC25A3",833,975,1438,1024,1350,885,875,1611,2013,1641,1446,1746,1038,721
"49715","SLC25A30",21,63,128,65,120,66,68,158,119,121,122,220,86,37
"49716","SLC25A30-AS1",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"49717","SLC25A31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49718","SLC25A32",17,49,102,46,107,60,32,134,64,141,83,134,69,46
"49719","SLC25A33",5,17,27,5,24,8,13,36,23,21,21,26,10,10
"49720","SLC25A34",2,12,9,7,7,7,3,23,5,9,9,22,6,3
"49721","SLC25A34-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49722","SLC25A35",3,10,39,18,19,18,15,49,19,14,21,38,14,9
"49723","SLC25A36",42,121,300,170,200,159,88,293,204,435,266,456,203,47
"49724","SLC25A36P1",0,0,1,0,1,0,0,1,2,0,2,2,0,0
"49725","SLC25A37",13943,14894,9890,10780,10302,10059,14655,10507,16761,10028,12963,18980,11876,27586
"49726","SLC25A38",102,171,232,163,187,138,169,247,199,160,214,260,156,215
"49727","SLC25A38P1",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"49728","SLC25A39",13604,11390,4271,7203,6563,9755,14798,4371,9823,3446,9826,4987,5551,17952
"49729","SLC25A39P1",0,2,0,0,0,0,0,1,0,0,0,0,1,0
"49730","SLC25A39P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49731","SLC25A3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49732","SLC25A3P2",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"49733","SLC25A4",8,14,45,20,42,33,33,55,18,37,29,48,14,6
"49734","SLC25A40",130,103,145,123,162,87,61,200,271,195,214,303,162,77
"49735","SLC25A41",0,1,1,2,0,1,2,0,0,0,0,1,0,1
"49736","SLC25A42",15,64,144,126,129,135,69,211,77,75,107,163,55,59
"49737","SLC25A43",17,31,69,41,61,56,33,46,55,48,33,82,40,27
"49738","SLC25A44",340,591,711,452,481,387,213,669,1131,568,726,1037,597,384
"49739","SLC25A45",26,133,198,167,120,154,102,202,84,253,162,184,106,21
"49740","SLC25A46",64,134,276,165,248,169,120,336,199,355,305,499,221,84
"49741","SLC25A47",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49742","SLC25A47P1",0,0,0,0,0,0,0,0,1,1,0,1,0,0
"49743","SLC25A48",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49744","SLC25A5",413,378,701,526,668,457,575,756,985,730,766,730,510,437
"49745","SLC25A5-AS1",6,5,14,4,6,6,4,10,8,13,8,13,7,4
"49746","SLC25A51",17,28,38,26,30,28,17,54,37,50,43,47,28,18
"49747","SLC25A51P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49748","SLC25A51P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49749","SLC25A51P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49750","SLC25A52",0,0,0,0,1,0,0,0,0,1,0,0,0,0
"49751","SLC25A53",13,40,99,32,38,29,29,82,47,51,62,68,39,21
"49752","SLC25A5P1",0,1,2,0,2,3,1,3,1,4,1,2,0,0
"49753","SLC25A5P2",0,0,1,1,0,0,0,3,0,0,0,0,0,0
"49754","SLC25A5P3",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"49755","SLC25A5P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49756","SLC25A5P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
